troop_id,name_singular,name_plural
legio_xx_valeria_victrix,Tiro Legionis (XX Valeria Victrix),Tirones Legionis (XX Valeria Victrix)
legio_vi_victrix,Tiro Legionis (VI Victrix),Tirones Legionis (VI Victrix)
legio_xi_claudia,Tiro Legionis (XI Claudia),Tirones Legionis (XI Claudia)
legio_xiii_gemina,Tiro Legionis (XIII Gemina),Tirones Legionis (XIII Gemina)
legio_v_macedonia,Tiro Legionis (V Macedonia),Tirones Legionis (V Macedonia)
legio_vi_ferrata,Tiro Legionis (VI Ferrata),Tirones Legionis (VI Ferrata)
legio_x_fretensis,Tiro Legionis (X Fretensis),Tirones Legionis (X Fretensis)
praetoriani_milites,Tiro Praetoriani,Tirones Praetoriani
aquilifer_xxii,Aquilifer (XXII Primigenia),Aquilifer (XXII Primigenia)
aquilifer_iii,Aquilifer (III Augusta),Aquilifer (III Augusta)
aquilifer_v_alaudae,Aquilifer (V Alaudae),Aquilifer (V Alaudae)
aquilifer_xxi,Aquilifer (XXI Rapax),Aquilifer (XXI Rapax)
aquilifer_xx,Aquilifer (XX Valeria Victrix),Aquilifer (XX Valeria Victrix)
aquilifer_vi_vict,Aquilifer (VI Victrix),Aquilifer (VI Victrix)
aquilifer_xi,Aquilifer (XI Claudia),Aquilifer (XI Claudia)
aquilifer_xiii,Aquilifer (XIII Gemina),Aquilifer (XIII Gemina)
aquilifer_v_mac,Aquilifer (V Macedonia),Aquilifer (V Macedonia)
aquilifer_vi_fer,Aquilifer (VI Ferrata),Aquilifer (VI Ferrata)
aquilifer_x,Aquilifer (X Fretensis),Aquilifer (X Fretensis)
aquilifer_praetoriani,Aquilifer Praetoriani,Aquilifer Praetoriani
vexilarius_xxii,Vexillarius (XXII Primigenia),Vexillarii (XXII Primigenia)
vexilarius_iii,Vexillarius (III Augusta),Vexillarii (III Augusta)
vexilarius_v_alaudae,Vexillarius (V Alaudae),Vexillarii (V Alaudae)
vexilarius_xxi,Vexillarius (XXI Rapax),Vexillarii (XXI Rapax)
vexilarius_xx,Vexillarius (XX Valeria Victrix),Vexillarii (XX Valeria Victrix)
vexilarius_vi_vict,Vexillarius (VI Victrix),Vexillarii (VI Victrix)
vexilarius_xi,Vexillarius (XI Claudia),Vexillarii (XI Claudia)
vexilarius_xiii,Vexillarius (XIII Gemina),Vexillarii (XIII Gemina)
vexilarius_v_mac,Vexillarius (V Macedonia),Vexillarii (V Macedonia)
vexilarius_vi_fer,Vexillarius (VI Ferrata),Vexillarii (VI Ferrata)
vexilarius_x,Vexillarius (X Fretensis),Vexillarii (X Fretensis)
vexilarius_praetoriani,Vexillarius Praetoriani,Vexillarii Praetoriani
centurio_west,Centurio,Centurii
centurio_preatoriani,Centurio Praetoriani,Centurii Praetoriani
signifer,Signifer,Signifer
cornicen,Cornicen,Cornicines
legatus_legionis,Tribunus,Tribuni
centurio_east,Primus Pilus,Primi Pili
aux_vigiles_centurio,Centurio Vigiliarum,Centurii Vigiliarum
aux_cav_decurio,Decurio,Decurii
aux_cav_vexilarius,Vexilarius Equitem,Vexilarii Equitem
aux_cav_vexilarius_praetorian,Vexilarius Equitem Praetoriani,Vexilarii Equitem Praetoriani
aux_signifer,Signifer Auxiliari,Signifer Auxiliari
aux_centurio,Centurio Auxiliari,Centurii Auxiliari
aux_cav,Auxilia Eques,Auxilia Equites
aux_cav_eastern,Auxilia Eques Orientalis,Auxilia Equites Orientales
aux_cav_praetoriani,Eques Praetoriani,Eqites Praetoriani
aux_cav_praetoriani_2,Germani Corporis Custos,Germani Corporis Custodes
aux_inf_alporum,Miles Alpinorum,Milites Alpinorum
aux_archer_alporum,Sagittarius Alpinorum,Sagittarii Alpinorum
aux_inf_maurorum,Miles Maurorum,Milites Maurorum
aux_archer_maurorum,Funditor Maurorum,Funditores Maurorum
aux_inf_hispanorum,Miles Hispanorum,Milites Hispanorum
aux_archer_hispanorum,Sagittarius Hispanorum,Sagittarii Hispanorum
aux_inf_tungrorum,Miles Tungrorum,Milites Trungrorum
aux_archer_tungrorum,Sagittarius Tungrorum,Sagittarii Trungrorum
aux_inf_gallorum,Miles Gallorum,Milites Gallorum
aux_archer_gallorum,Sagittarius Gallorum,Sagittarii Gallorum
aux_inf_batavorum,Miles Batavorum,Milites Batavorum
aux_archer_batavorum,Sagittarius Batavorum,Sagittarii Batavorum
aux_inf_brittonum,Miles Brittonum,Milites Brittonum
aux_archer_brittonum,Funditor Brittonum,Funditores Brittonum
aux_inf_thracum,Miles Thracum,Milites Thracum
aux_archer_thracum,Sagittarius Thracum,Sagittarii Thracum
aux_inf_petreorum,Miles Petreorum,Milites Petreorum
aux_cav_batavorum,Eques Batavorum,Equites Batavorum
aux_cav_commagenorum,Eques Commagenorum,Equites Commagenorum
aux_cav_gallorum,Eques Gallorum,Equites Gallorum
aux_cav_ituraeorum,Eques Ituraeorum,Equites Ituraeorum
aux_archer_sryrorum,Auxilia Sagittarius Syrorum,Auxilia Sagittarii Syrorum
aux_archer,Auxilia Sagittarius,Auxilia Sagittarii
aux_archer_praetoriana,Sagittarius Praetoriani,Sagittarii Praetoriani
aux_slinger,Baleares Funditor,Baleares Funditores
aux_inf,Miles Auxiliarum,Milites Auxiliarum
vigilia,Vigilia,Vigiliae
vigilia_exp,Vigilia (exp),Vigiliae (exp)
vigilia_vet,Vigilia (vet),Vigiliae (vet)
ballistarii,Ballistarius,Ballistarii
legio_xxii_primigenia_exp,Miles Legionis (XXII Primigenia),Milites Legionis (XXII Primigenia)
legio_iii_augusta_exp,Miles Legionis (III Augusta),Milites Legionis (III Augusta)
legio_v_alaudae_exp,Miles Legionis (V Alaudae),Milites Legionis (V Alaudae)
legio_xxi_rapax_exp,Miles Legionis (XXI Rapax),Milites Legionis (XXI Rapax)
legio_xx_valeria_victrix_exp,Miles Legionis (XX Valeria Victrix),Milites Legionis (XX Valeria Victrix)
legio_vi_victrix_exp,Miles Legionis (VI Victrix),Milites Legionis (VI Victrix)
legio_xi_claudia_exp,Miles Legionis (XI Claudia),Milites Legionis (XI Claudia)
legio_xiii_gemina_exp,Miles Legionis (XIII Gemina),Milites Legionis (XIII Gemina)
legio_v_macedonia_exp,Miles Legionis (V Macedonia),Milites Legionis (V Macedonia)
legio_vi_ferrata_exp,Miles Legionis (VI Ferrata),Milites Legionis (VI Ferrata)
legio_x_fretensis_exp,Miles Legionis (X Fretensis),Milites Legionis (X Fretensis)
praetoriani_milites_exp,Miles Praetoriani,Milites Praetoriani
legio_xxii_primigenia_vet,Evocatus Legionis (XXII Primigenia),Evocati Legionis (XXII Primigenia)
legio_iii_augusta_vet,Evocatus Legionis (III Augusta),Evocati Legionis (III Augusta)
legio_v_alaudae_vet,Evocatus Legionis (V Alaudae),Evocati Legionis (V Alaudae)
legio_xxi_rapax_vet,Evocatus Legionis (XXI Rapax),Evocati Legionis (XXI Rapax)
legio_xx_valeria_victrix_vet,Evocatus Legionis (XX Valeria Victrix),Evocati Legionis (XX Valeria Victrix)
legio_vi_victrix_vet,Evocatus Legionis (VI Victrix),Evocati Legionis (VI Victrix)
legio_xi_claudia_vet,Evocatus Legionis (XI Claudia),Evocati Legionis (XI Claudia)
legio_xiii_gemina_vet,Evocatus Legionis (XIII Gemina),Evocati Legionis (XIII Gemina)
legio_v_macedonia_vet,Evocatus Legionis (V Macedonia),Evocati Legionis (V Macedonia)
legio_vi_ferrata_vet,Evocatus Legionis (VI Ferrata),Evocati Legionis (VI Ferrata)
legio_x_fretensis_vet,Evocatus Legionis (X Fretensis),Evocati Legionis (X Fretensis)
praetoriani_milites_vet,Evocatus Praetoriani,Evocati Praetoriani
looter,Latro,Latrones
bandit,Leistes,Leistai
brigand,Sicarius,Sicarii
judean_sicarius,Iudaicus Sicarius,Iudaici Sicarii
judean_rebel,Iudaicus Rebellis,Iudaici Rebellis
hispanic_bandit,Hispanicus Rebellis,Hispanici Rebellis
sea_raider,Pirata,Piratae
black_sea_priate,Pirata Mare Euxinum,Piratae Mare Euxinum
alannic_raider,Alanna Baragatae,Alan Baragatae
illyrian_bandit,Illyricus Sicarius,Illyrici Sicarii
slave_warrior,Seditiosus Servus,Seditiosi Servi
slave_warrior_2,Seditiosus Pedes,Seditiosi Pedites
slave_warrior_3,Seditiosus Hastatus,Seditiosi Hastati
slave_rebel,Seditiosus Gladiator,Seditiosi Gladiatores
slave_rebel_2,Seditiosus Evocatus,Seditiosi Evocati
follower_woman,Focaria,Focariae
african_follower_woman,Nubiana Focaria,Nubianae Focariae
saka_follower_woman,Sacica Focaria,Sacicae Focariae
sarmatian_follower_woman,Sarmatica Focaria,Sarmaticae Focariae
bosporan_follower_woman,Bosporana Focaria,Bosporanae Focariae
judean_follower_woman,Iudaea Focaria,Iudaeae Focariae
eastern_follower_woman,Orientalis Focaria,Orientales Focariae
galatian_follower_woman,Galatica Focaria,Galaticae Focariae
syrian_follower_woman,Syra Focaria,Syrae Focariae
greek_follower_woman,Graeca Focaria,Graecae Focariae
illyrian_follower_woman,Illyrica Focaria,Illyricae Focariae
parthian_follower_woman,Parthica Focaria,Parthicae Focariae
persian_follower_woman,Persica Focaria,Persicae Focariae
gaul_follower_woman,Gallica Focaria,Gallicae Focariae
roman_follower_woman,Romana Focaria,Romanae Focariae
hispanic_follower_woman,Hispana Focaria,Hispanae Focariae
celtic_follower_woman,Celtica Focaria,Celticae Focariae
germanic_follower_woman,Germanica Focaria,Germanicae Focariae
dacian_follower_woman,Dacica Focaria,Dacicae Focariae
thracian_follower_woman,Thracica Focaria,Thracicae Focariae
armenian_follower_woman,Caucasica Focaria,Caucasicae Focariae
arab_follower_woman,Arabica Focaria,Arabicae Focariae
egyptian_follower_woman,Aegyptia Focaria,Aegyptiae Focariae
berber_follower_woman,Berbera Focaria,Berberae Focariae
garamantian_follower_woman,Garamantica Focaria,Garamanticae Focariae
soldier_wife,Soldier Wife,Soldier Wifes
african_soldier_wife,Nubiana Coniunx,Nubianae Coniuges
saka_soldier_wife,Sacica Coniunx,Sacicae Coniuges
sarmatian_soldier_wife,Sarmatica Coniunx,Sarmaticae Coniuges
bosporan_soldier_wife,Bosporana Coniunx,Bosporanae Coniuges
judean_soldier_wife,Iudaea Coniunx,Iudaeae Coniuges
eastern_soldier_wife,Orientalis Coniunx,Orientales Coniuges
galatian_soldier_wife,Galatica Coniunx,Galaticae Coniuges
syrian_soldier_wife,Syra Coniunx,Syrae Coniuges
greek_soldier_wife,Graeca Coniunx,Graecae Coniuges
illyrian_soldier_wife,Illyrica Coniunx,Illyricae Coniuges
parthian_soldier_wife,Parthica Coniunx,Parthicae Coniuges
persian_soldier_wife,Persica Coniunx,Persicae Coniuges
gaul_soldier_wife,Gallica Coniunx,Gallicae Coniuges
roman_soldier_wife,Romana Coniunx,Romanae Coniuges
hispanic_soldier_wife,Hispana Coniunx,Hispanae Coniuges
celtic_soldier_wife,Celtica Coniunx,Celticae Coniuges
germanic_soldier_wife,Germanica Coniunx,Germanicae Coniuges
dacian_soldier_wife,Dacica Coniunx,Dacicae Coniuges
thracian_soldier_wife,Thracica Coniunx,Thracicae Coniuges
armenian_soldier_wife,Caucasica Coniunx,Caucasicae Coniuges
arab_soldier_wife,Arabica Coniunx,Arabicae Coniuges
egyptian_soldier_wife,Aegyptia Coniunx,Aegyptiae Coniuges
berber_soldier_wife,Berbera Coniunx,Berberae Coniuges
garamantian_soldier_wife,Garamantica Coniunx,Garamanticae Coniuges
peasant_woman,Peasant Woman,Peasant Women
caravan_master,Caravan Master,Caravan Masters
package_slave,Slave,Slaves
kidnapped_girl,Kidnapped Girl,Kidnapped Girls
town_walker_1,Town_walker_begin,Town_walker_begin
sarmatian_town_walker,Sarmaticus Nobilis Tribulis,Sarmatici Nobiles Tribules
sarmatian_town_walker_female,Sarmatica Nobilis Mulier,Sarmaticae Nobiles Mulieres
bosporan_town_walker,Bosporanus Nobilis,Bosporani Nobiles
bosporan_town_walker_female,Bosporana Nobilis Mulier,Bosporanae Nobiles Mulieres
judean_town_walker,Iudaeus Urbanus,Iudaei Urbani
judean_town_walker_female,Iudaea Urbana Mulier,Iudaeae Urbanae Mulieres
syrian_town_walker,Syrus Urbanus,Syri Urbani
syrian_town_walker_female,Syra Urbana Mulier,Syrae Urbanae Mulieres
galatian_town_walker,Galaticus Urbanus,Galatici Urbani
galatian_town_walker_female,Galatica Urbana Mulier,Galaticae Urbanae Mulieres
eastern_town_walker,Orientalis Urbanus,Orientales Urbani
eastern_town_walker_female,Orientalis Urbana Mulier,Orientales Urbanae Mulieres
parthian_town_walker,Parthicus Nobilis,Parthici Nobiles
parthian_town_walker_female,Parthica Nobilis Mulier,Parthicae Nobiles Mulieres
persian_town_walker,Persicus Nobilis,Persici Nobiles
persian_town_walker_female,Persica Nobilis Mulier,Persicae Nobiles Mulieres
roman_town_walker,Civis,Cives
roman_town_walker_female,Civis Femina,Cives Feminae
gallish_town_walker,Gallicus Nobilis,Gallici Nobiles
gallish_town_walker_female,Gallica Nobilis Mulier,Gallicae Nobiles Mulieres
greek_town_walker,Graecus Nobilis,Graeci Nobiles
greek_town_walker_female,Graeca Nobilis Mulier,Graecae Nobiles Mulieres
hispanic_town_walker,Hispanus Nobilis,Hispani Nobiles
hispanic_town_walker_female,Hispana Nobilis Mulier,Hispanae Nobiles Mulieres
illyrian_town_walker,Illyricus Nobilis,Illyrici Nobiles
illyrian_town_walker_female,Illyrica Nobilis Mulier,Illyricae Nobiles Mulieres
celtic_town_walker,Celticus Nobilis,Celtici Nobiles
celtic_town_walker_female,Celtica Nobilis Mulier,Celticae Nobiles Mulieres
germanic_town_walker,Germanicus Nobilis,Germanici Nobiles
germanic_town_walker_female,Germanica Nobilis Mulier,Germanicae Nobiles Mulieres
dacian_town_walker,Dacicus Nobilis,Dacici Nobiles
dacian_town_walker_female,Dacica Nobilis Mulier,Dacicae Nobiles Mulieres
thracian_town_walker,Thracicus Nobilis,Thracici Nobiles
thracian_town_walker_female,Thracica Nobilis Mulier,Thracicae Nobiles Mulieres
armenian_town_walker,Caucasicus Nobilis,Caucasici Nobiles
armenian_town_walker_female,Caucasica Nobilis Mulier,Caucasicae Nobiles Mulieres
arab_town_walker,Arabicus Nobilis,Arabici Nobiles
arab_town_walker_female,Arabica Nobilis Mulier,Arabicae Nobiles Mulieres
egyptian_town_walker,Aegyptius Nobilis,Aegyptii Nobiles
egyptian_town_walker_female,Aegyptia Nobilis Mulier,Aegyptiae Nobiles Mulieres
berber_town_walker,Berberus Nobilis,Berberi Nobiles
berber_town_walker_female,Berbera Nobilis Mulier,Berberae Nobiles Mulieres
garamantian_town_walker,Garamanticus Nobilis,Garamantici Nobiles
garamantian_town_walker_female,Garamantica Nobilis Mulier,Garamanticae Nobiles Mulieres
boy,Puer,Pueri
girl,Puella,Puellae
african_man,Nubianus Tribulis,Nubiani Tribules
african_woman,Nubiana Tribulis Mulier,Nubianae Tribules Mulieres
saka_man,Sacicus Tribulis,Sacici Tribules
saka_woman,Sacica Tribulis Mulier,Sacicae Tribules Mulieres
sarmatian_village_walker,Sarmaticus Tribulis,Sarmatici Tribules
sarmatian_village_walker_female,Sarmatica Tribulis Mulier,Sarmaticae Tribules Mulieres
bosporan_village_walker,Bosporanus Rusticus,Bosporani Rustici
bosporan_village_walker_female,Bosporana Rustica,Bosporanae Rusticae
judean_village_walker,Iudaeus Rusticus,Iudaei Rustici
judean_village_walker_female,Iudaea Rustica,Iudaeae Rusticae
eastern_village_walker,Orientalis Rusticus,Orientales Rustici
eastern_village_walker_female,Orientalis Rustica,Orientales Rusticae
galatian_village_walker,Galaticus Rusticus,Galatici Rustici
galatian_village_walker_female,Galatica Rustica,Galaticae Rusticae
syrian_village_walker,Syrus Rusticus,Syri Rustici
syrian_village_walker_female,Syra Rustica,Syrae Rusticae
greek_village_walker,Graecus Rusticus,Graeci Rustici
greek_village_walker_female,Graeca Rustica,Graecae Rusticae
illyrian_village_walker,Illyricus Rusticus,Illyrici Rustici
illyrian_village_walker_female,Illyrica Rustica,Illyricae Rusticae
parthian_village_walker,Parthicus Tribulis,Parthici Tribules
parthian_village_walker_female,Parthica Tribulis Mulier,Parthicae Tribules Mulieres
persian_village_walker,Persicus Rusticus,Persici Rustici
persian_village_walker_female,Persica Rustica,Persicae Rusticae
gaul_village_walker,Gallicus Rusticus,Gallici Rustici
gaul_village_walker_female,Gallica Rustica,Gallicae Rusticae
roman_village_walker,Romanus Rusticus,Romani Rustici
roman_village_walker_female,Romana Rustica,Romanae Rusticae
hispanic_village_walker,Hispanus Rusticus,Hispani Rustici
hispanic_village_walker_female,Hispana Rustica,Hispanae Rusticae
celtic_village_walker,Celticus Tribulis,Celtici Tribules
celtic_village_walker_female,Celtica Tribulis Mulier,Celticae Tribules Mulieres
germanic_village_walker,Germanicus Tribulis,Germanici Tribules
germanic_village_walker_female,Germanica Tribulis Mulier,Germanicae Tribules Mulieres
dacian_village_walker,Dacicus Rusticus,Dacicus Rusticus
dacian_village_walker_female,Dacica Rustica,Dacicae Rusticae
thracian_village_walker,Thracicus Rusticus,Thracicus Rusticus
thracian_village_walker_female,Thracica Rustica,Thracicae Rusticae
armenian_village_walker,Caucasicus Tribulis,Caucasici Tribules
armenian_village_walker_female,Caucasica Tribulis Mulier,Caucasicae Tribules Mulieres
arab_village_walker,Arabicus Tribulis,Arabici Tribules
arab_village_walker_female,Arabica Tribulis Mulier,Arabicae Tribules Mulieres
egyptian_village_walker,Aegyptius Rusticus,Aegyptii Rustici
egyptian_village_walker_female,Aegyptia Rustica Mulier,Aegyptiae Rusticae Mulieres
berber_village_walker,Berberus Tribulis,Berberi Tribules
berber_village_walker_female,Berbera Tribulis Mulier,Berberae Tribules Mulieres
garamantian_village_walker,Garamanticus Tribulis,Garamantici Tribules
garamantian_village_walker_female,Garamantica Tribulis Mulier,Garamanticae Tribules Mulieres
spy_walker_1,Nobilis,Nobiles
spy_walker_2,Nobilis Mulier,Nobiles Mulieres
tournament_master,Spywalkers END,Spywalkers END
ramun_the_slave_trader,Aulus Kapreilius Timotheus,Aulus Kapreilius Timotheus
tetraites,Tetraites,Tetraites
spiculus,Spiculus,Spiculus
hermes,Hermes,Hermes
flamma,Flamma,Flamma
marcus_attilius,Marcus Attilius,Marcus Attilius
diocles,Appuleius Diocles,Appuleius Diocles
scorpius,Scorpus,Scorpus
tutorial_trainer,Tournament Champions END,Tournament Champions END
athlet_1,Novice Athlete,Novice Athlets
athlet_2,Experienced Athlete,Experienced Athlets
athlet_3,Famous Athlete,Famous Athlets
athlet_4,Champion,Champions
galeas,Undarum Dominus,Undarum Dominus
trainer_1,Trainer,Trainer
trainer_2,Trainer,Trainer
trainer_3,Trainer,Trainer
trainer_4,Trainer,Trainer
trainer_5,Trainer,Trainer
ransom_broker_1,Venalicius Gaius Sextus,Venalicius Gaius Sextus
ransom_broker_2,Doulon Emporos Aichaikos,Doulon Emporos Aichaikos
ransom_broker_3,Venalicius Honorius,Venalicius Honorius
ransom_broker_4,Doulon Emporos Nereus,Doulon Emporos Nereus
ransom_broker_5,Venalicius Flavius,Venalicius Flavius
ransom_broker_6,Doulon Emporos Parthos,Doulon Emporos Parthos
ransom_broker_7,Venalicius Decimus,Venalicius Decimus
ransom_broker_8,Doulon Emporos Phazinamos,Doulon Emporos Phazinamos
ransom_broker_9,Venalicius Remus,Venalicius Remus
ransom_broker_10,Doulon Emporos Blaikisa,Doulon Emporos Blaikisa
tavern_traveler_1,Epelytes,Epelytes
tavern_traveler_2,Epelytes,Epelytes
tavern_traveler_3,Epelytes,Epelytes
tavern_traveler_4,Epelytes,Epelytes
tavern_traveler_5,Viator,Viator
tavern_traveler_6,Viator,Viator
tavern_traveler_7,Viator,Viator
tavern_traveler_8,Epelytes,Epelytes
tavern_traveler_9,Viator,Viator
tavern_traveler_10,Carant,Carant
tavern_traveler_11,Weljakwumo,Weljakwumo
tavern_traveler_12,Viator,Viator
tavern_traveler_13,Epelytes,Epelytes
tavern_traveler_14,Epelytes,Epelytes
tavern_traveler_15,Epelytes,Epelytes
tavern_traveler_16,Epelytes,Epelytes
tavern_traveler_17,Epelytes,Epelytes
tavern_traveler_18,Epelytes,Epelytes
tavern_traveler_19,Viator,Viator
tavern_traveler_20,Viator,Viator
tavern_bookseller_1,Librarius,Librarius
tavern_bookseller_2,Librarius,Librarius
tavern_bookseller_3,Biblos Emporos,Biblos Emporos
tavern_bookseller_4,Librarius,Librarius
tavern_minstrel_1,Bardos,Bardos
tavern_minstrel_2,Poietes,Poietes
tavern_minstrel_3,Poietes,Poietes
tavern_minstrel_4,Poeta,Poeta
tavern_minstrel_5,Poeta,Poeta
kingdom_heroes_including_player_begin,kingdom_heroes_including_player_begin,kingdom_heroes_including_player_begin
npc1,Pravare Ytarim,Pravare Ytarim
npc2,Marius Gaius,Marius Gaius
npc3,Pulchra,Pulchra
npc4,Abadutiker,Abadutiker
npc5,Satibarzanes,Satibarzanes
npc6,Firentrix,Firentix
npc7,Lavia,Lavia
npc8,Hildr,Hildr
npc9,Aturius Spurus,Aturius Spurus
npc10,Attaklos,Attaklos
npc11,Dionysia,Dionysia
npc12,Jeremus,Jeremus
npc13,Chanakya,Chanakya
npc14,Titus,Titus
npc15,Artimenus,Artimenus
npc16,Titocuna,Titocuna
npc17,Anicetus,Anicetus
npc18,Arminius Octavianus,Arminius Octavianus
npc19,Tertius Maior,Tertius Maior
npc20,Secundus Minor,Secundus Minor
npc21,Drusus,Drusus
npc22,Libertus Tiro,Libertus Tiro
npc23,Lucius Varrus Drusus,Lucius Varrus Drusus
npc24,Sidonius Apollinaris,Sidonius Apollinaris
npc25,Sollius Modestus,Sollius Modestus
npc26,Albinus Basilius,Albinus Basilius
npc27,Lucullus Caepio,Lucullus Caepio
npc28,Anicius,Anicius
npc29,Fabianus,Fabianus
npc30,Rombus,Rombus
npc31,Ra Karak,Ra Karak
npc32,Gaius Lemonius,Gaius Lemonius
npc33,Lucius Modius minor,Lucius Modius minor
npc34,Ligia,Ligia
npc35,Ursus,Ursus
npc36,Marcus Vinicius,Marcus Vinicius
npc37,Josephus,Josephus
npc38,Elazar Bar Yochai,Elazar Bar Yochai
mathildiz,Mathildiz,Mathildiz
npc40,Kara Boga,Kara Boga
turakina,Eamane Turakina,Emane Turakina
npc42,Chaditox,Chaditox
kingdom_1_lord,Rex Scorilo,Scorilo
kingdom_2_lord,Ri Calgacus,Calgacus
kingdom_3_lord,Tiberius Julius Rhescuporis,Tiberius Julius Rhescuporis
kingdom_4_lord,Kuningaz Berengar,Berengar
kingdom_5_lord,Shah Trdat,Trdat
kingdom_6_lord,Shahan Shah Vologaeses Arsacid,Vologaeses Arsacid
kingdom_7_lord,Nero Claudius,Nero Claudius
kingdom_8_lord,Ri Egan,Egan
kingdom_9_lord,Ri Trahern,Trahern
kingdom_10_lord,Ri Venutius,Venutius
kingdom_11_lord,Batesa Farzoy,Farzoy
kingdom_12_lord,Batesa Zorsines,Zorsines
kingdom_13_lord,Kuningaz Assi,Assi
kingdom_14_lord,Kuningaz Ballomar,Ballomar
kingdom_15_lord,Kuningaz Lambert,Lambert
kingdom_16_lord,Kuningaz Rigobert,Rigobert
kingdom_17_lord,Melech Hanan ben Hanan,Hanan ben Hanan
kingdom_18_lord,Batesa Banadaspus,Banadaspus
kingdom_19_lord,Gaius Julius Civilis,Gaius Julius Civilis
kingdom_20_lord,Shah Mihdrat,Mihdrat
kingdom_21_lord,Shah Oroezes,Oroezes
kingdom_22_lord,Basileus Aristarchus,Aristarchus
kingdom_23_lord,"Malka Ma'nu, son of Abgar","Ma'nu, son of Abgar"
knight_1_1,Dacian Lord,Avizina
knight_1_2,Dacian Lord,Bastiza
knight_1_3,Dacian Lord,Charnabon
knight_1_4,Dacian Lord,Dadas
knight_1_5,Dacian Lord,Damanais
knight_1_6,Dacian Lord,Dapyx
knight_1_7,Dacian Lord,Moskon
knight_1_8,Dacian Lord,Rhemaxos
knight_1_9,Dacian Lord,Roles
knight_1_10,Dacian Lord,Rubobostes
knight_1_11,Dacian Lord,Thiadicem
knight_1_12,Dacian Lord,Thiamarkos
knight_1_13,Dacian Lord,Tsiru
knight_1_14,Dacian Lord,Gebeleixis
knight_1_15,Dacian Lord,Zyraxes
knight_1_16,Dacian Lord,Pieporus
knight_1_17,Dacian Lord,Oroles
knight_1_18,Dacian Lord,Natoporus
knight_1_19,Dacian Lord,Cotiso
knight_2_1,Celtic Lord,Acco
knight_2_2,Celtic Lord,Carvilius
knight_2_3,Celtic Lord,Bellicianus
knight_2_4,Celtic Lord,Cunobelinus
knight_2_5,Celtic Lord,Venutius
knight_3_1,Bosporan Lord,Airawanta
knight_3_2,Bosporan Lord,Achaios
knight_3_3,Bosporan Lord,Demokritos
knight_3_4,Bosporan Lord,Pleistarchos
knight_3_5,Bosporan Lord,Phylarkhos
knight_3_6,Bosporan Lord,Priyadeve
knight_3_7,Bosporan Lord,Uposathe
knight_3_8,Bosporan Lord,Philon
knight_4_1,Germanic Lord,Tancram
knight_4_2,Germanic Lord,Sunger
knight_4_3,Germanic Lord,Marcwald
knight_4_4,Germanic Lord,Hraugmund
knight_4_4_1,Germanic Lord,Teutomer
knight_5_1,Iberian Lord,Abulites
knight_5_9,Iberian Lord,Mithradates
knight_5_19,Iberian Lord,Ariabignes
knight_5_2,Albanian Lord,Arsites
knight_5_10,Albanian Lord,Mithrobuzanes
knight_5_17,Albanian Lord,Anaphes
knight_5_3,Kolchian Lord,Artochmes
knight_5_12,Kolchian Lord,Orxines
knight_5_18,Kolchian Lord,Arbupales
knight_5_4,Armenian Lord,Barzanes
knight_5_5,Armenian Lord,Chorienes
knight_5_6,Armenian Lord,Harmamitres
knight_5_7,Armenian Lord,Ithamitres
knight_5_8,Armenian Lord,Masistes
knight_5_11,Armenian Lord,Okontobates
knight_5_13,Armenian Lord,Pharasmanes
knight_5_14,Armenian Lord,Phrasaortes
knight_5_15,Armenian Lord,Rhoisakes
knight_5_16,Armenian Lord,Sisamnes
knight_6_1,Osrhoenian Lord,Achaimenes
knight_6_9,Osrhoenian Lord,Kophenes
knight_6_17,Osrhoenian Lord,Spitamenes
knight_6_2,Parthian Lord,Ariobarzanes
knight_6_3,Parthian Lord,Artabazos
knight_6_4,Parthian Lord,Artostes
knight_6_5,King of Adriabane,Monobaz the Older
knight_6_6,Parthian Lord,Belesys
knight_6_7,King of Hatra,Worod
knight_6_8,Parthian Lord,Histanes
knight_6_10,Parthian Lord,Kyros
knight_6_11,Parthian Lord,Mazaios
knight_6_12,Parthian Lord,Ordanes
knight_6_13,Parthian Lord,Monobaz the Younger
knight_6_14,Parthian Lord,Pherendates
knight_6_15,King of Characane,Attambelos
knight_6_16,Parthian Lord,Sataspes
knight_6_18,Parthian Lord,Arses
knight_6_19,Parthian Lord,Baryaxes
knight_6_20,Parthian Lord,Mardonios
knight_2_6,Celtic Lord,Adiatuanus
knight_2_7,Celtic Lord,Bellovesus
knight_2_8,Celtic Lord,Cassivellaunus
knight_2_9,Celtic Lord,Diviciacus
knight_2_10,Celtic Lord,Prasutagus
knight_2_11,Celtic Lord,Adminius
knight_2_12,Celtic Lord,Boduognatus
knight_2_13,Celtic Lord,Cattulanus
knight_2_14,Celtic Lord,Divico
knight_2_15,Celtic Lord,Segovax
knight_2_16,Celtic Lord,Aiorix
knight_2_17,Celtic Lord,Boiorix
knight_2_18,Celtic Lord,Cartorites
knight_2_19,Celtic Lord,Drappes
knight_2_20,Celtic Lord,Immanuentius
knight_3_9,Siracian Lord,Ambare
knight_3_10,Siracian Lord,Kentarske
knight_3_12,Siracian Lord,Uttaraphalguni
knight_3_13,Siracian Lord,Kercapiske
knight_3_15,Roxolanian Lord,Amratodane
knight_3_16,Roxolanian Lord,Kereptanne
knight_3_18,Roxolanian Lord,Varddhane
