armenian_light_axeman_exp,Kaukasios Oresivios (exp),Kaukasioi Oresivioi (exp),Greek,Caucasian Mountaineer (Experienced)
armenian_light_axeman_vet,Kaukasios Oresivios (vet),Kaukasioi Oresivioi (vet),Greek,Caucasian Mountaineer (Veteran)
armenian_skrimisher,Kaukasios Akontistes,Kaukasioi Akontistai,Greek,Caucasian Javelin-man
armenian_skrimisher_exp,Kaukasios Akontistes (exp),Kaukasioi Akontistai (exp),Greek,Caucasian Javelin-man (Experienced)
armenian_skrimisher_vet,Kaukasios Akontistes (vet),Kaukasioi Akontistai (vet),Greek,Caucasian Javelin-man (Veteran)
armenian_slinger,Kaukasios Sphendonetes,Kaukasioi Sphendonetai,Greek,Caucasian Slinger
armenian_slinger_exp,Kaukasios Sphendonetes (exp),Kaukasioi Sphendonetai (exp),Greek,Caucasian Slinger (Experienced)
armenian_slinger_vet,Kaukasios Sphendonetes (vet),Kaukasioi Sphendonetai (vet),Greek,Caucasian Slinger (Veteran)
armenian_heavy_inf,Armenikos Legeonarios,Armenikoi Legeonarioi,Greek,Armenian Legionary
armenian_heavy_inf_exp,Armenikos Legeonarios (exp),Armenikoi Legeonarioi (exp),Greek,Armenian Legionary (Experienced)
armenian_heavy_inf_vet,Armenikos Legeonarios (vet),Armenikoi Legeonarioi (vet),Greek,Armenian Legionary (Veteran)
armenian_heavy_maceman,Armazis Mcveli,Armazis Mcvelebi,Kartvelian (Old Georgian),Guard of Armazi
armenian_heavy_maceman_exp,Armazis Mcveli (exp),Armazis Mcvelebi (exp),Kartvelian (Old Georgian),Guard of Armazi (Experienced)
armenian_heavy_maceman_vet,Armazis Mcveli (vet),Armazis Mcvelebi (vet),Kartvelian (Old Georgian),Guard of Armazi (Veteran)
caucasian_heavy_spearman,Kentronakan Doriphoros,Kentronakan Doriphoroi,Greek,Central Spear-bearer (Royal Guard)
caucasian_heavy_spearman_exp,Kentronakan Doriphoros (exp),Kentronakan Doriphoroi (exp),Greek,Central Spear-bearer (Royal Guard) (Experienced)
caucasian_heavy_spearman_vet,Kentronakan Doriphoros (vet),Kentronakan Doriphoroi (vet),Greek,Central Spear-bearer (Royal Guard) (Veteran)
armenian_horsearcher,Kaukasios Hippotoxotes,Kaukasioi Hippotoxotai,Greek,Caucasian Horse-Archer
armenian_horsearcher_exp,Kaukasios Hippotoxotes (exp),Kaukasioi Hippotoxotai (exp),Greek,Caucasian Horse-Archer (Experienced)
armenian_horsearcher_vet,Kaukasios Hippotoxotes (vet),Kaukasioi Hippotoxotai (vet),Greek,Caucasian Horse-Archer (Veteran)
caucasian_medium_horsearcher,Asistavi,Asistavebi,Kartvelian (Old Georgian),Caucasian Horsearche
caucasian_medium_horsearcher_exp,Asistavi (exp),Asistavebi (exp),Kartvelian (Old Georgian),Caucasian Horsearche (Experienced)
caucasian_medium_horsearcher_vet,Asistavi (vet),Asistavebi (vet),Kartvelian (Old Georgian),Caucasian Horsearche (Veteran)
armenian_medium_horseman,Mkhedari,Mkhedrebi,Kartvelian (Old Georgian),Warrior / Horseman
armenian_medium_horseman_exp,Mkhedari (exp),Mkhedrebi (exp),Kartvelian (Old Georgian),Warrior / Horseman (Experienced)
armenian_medium_horseman_vet,Mkhedari (vet),Mkhedrebi (vet),Kartvelian (Old Georgian),Warrior / Horseman (Veteran)
caucasian_cataphract,Kaukasios Basilikos Hippeus,Kaukasio Basilikoi Hippeis,Greek,Caucasian Royal Horseman
caucasian_cataphract_exp,Kaukasios Basilikos Hippeus (exp),Kaukasio Basilikoi Hippeis (exp),Greek,Caucasian Royal Horseman (Experienced)
caucasian_cataphract_vet,Kaukasios Basilikos Hippeus (vet),Kaukasio Basilikoi Hippeis (vet),Greek,Caucasian Royal Horseman (Veteran)
armenian_cataphract,Armenikos Kataphraktos,Armenikoi Kataphraktoi,Greek,Armenian Cataphract
armenian_cataphract_exp,Armenikos Kataphraktos (exp),Armenikoi Kataphraktoi (exp),Greek,Armenian Cataphract (Experienced)
armenian_cataphract_vet,Armenikos Kataphraktos (vet),Armenikoi Kataphraktoi (vet),Greek,Armenian Cataphract (Veteran)
armenian_elite_infantry,Armenikos Epilektos Toxotes,Armenikoi Epilektoi Toxotai,Greek,Armenian Elite Archer
armenian_elite_infantry_exp,Armenikos Epilektos Toxotes (exp),Armenikoi Epilektoi Toxotai (exp),Greek,Armenian Elite Archer (Experienced)
armenian_elite_infantry_vet,Armenikos Epilektos Toxotes (vet),Armenikoi Epilektoi Toxotai (vet),Greek,Armenian Elite Archer (Veteran)
syrian_archer,Kassat,Kassata,Syriac,Archer
syrian_archer_exp,Kassat (exp),Kassata (exp),Syriac,Archer (Experienced)
syrian_archer_vet,Kassat (vet),Kassata (vet),Syriac,Archer (Veteran)
syrian_spearman,Regaly,Regalye,Syriac,Foot-soldier / Infantryman
syrian_spearman_exp,Regaly (exp),Regalye (exp),Syriac,Foot-soldier / Infantryman (Experienced)
syrian_spearman_vet,Regaly (vet),Regalye (vet),Syriac,Foot-soldier / Infantryman (Veteran)
syrian_horsearcher,Rakkba Kassat,Rakkba Kassata,Syriac,Horse Archer
syrian_horsearcher_exp,Rakkba Kassat (exp),Rakkba Kassata (exp),Syriac,Horse Archer (Experienced)
syrian_horsearcher_vet,Rakkba Kassat (vet),Rakkba Kassata (vet),Syriac,Horse Archer (Veteran)
syrian_horseman,Rakkaba D-Dayyaqa,Rakkabe D-Dayyaqe,Syriac, Rider / Horseman
syrian_horseman_exp,Rakkaba D-Dayyaqa (exp),Rakkabe D-Dayyaqe (exp),Syriac, Rider / Horseman (Experienced)
syrian_horseman_vet,Rakkaba D-Dayyaqa (vet),Rakkabe D-Dayyaqe (vet),Syriac, Rider / Horseman (Veteran)
syrian_heavy_cav,Rakkaba D-Zerya,Rakkabe D-Zerya,Syriac,Armored Rider / Heavy Cavalry
syrian_heavy_cav_exp,Rakkaba D-Zerya (exp),Rakkabe D-Zerya (exp),Syriac,Armored Rider / Heavy Cavalry (Experienced)
syrian_heavy_cav_vet,Rakkaba D-Zerya (vet),Rakkabe D-Zerya (vet),Syriac,Armored Rider / Heavy Cavalry (Veteran)

eastern_light_archer,Thanvar Parsig,Thanvaran Parsig,Pahlavi (Middle Persian),Persian Archer
eastern_light_archer_exp,Thanvar Parsig (exp),Thanvaran Parsig (exp),Pahlavi (Middle Persian),Persian Archer (Experienced)
eastern_light_archer_vet,Thanvar Parsig (vet),Thanvaran Parsig (vet),Pahlavi (Middle Persian),Persian Archer (Veteran)
eastern_light_axeman,Nayzagdar Madaen,Nayzagdaran Madaen,Pahlavi (Middle Persian),Median Spearman
eastern_light_axeman_exp,Nayzagdar Madaen (exp),Nayzagdaran Madaen (exp),Pahlavi (Middle Persian),Median Spearman (Experienced)
eastern_light_axeman_vet,Nayzagdar Madaen (vet),Nayzagdaran Madaen (vet),Pahlavi (Middle Persian),Median Spearman (Veteran)
eastern_skrimisher,Verkhana Kofyar,Verkhana Kofyaren,Pahlavi (Middle Persian),Hyrcanian Mountaineer
eastern_skrimisher_exp,Verkhana Kofyar (exp),Verkhana Kofyaren (exp),Pahlavi (Middle Persian),Hyrcanian Mountaineer (Experienced)
eastern_skrimisher_vet,Verkhana Kofyar (vet),Verkhana Kofyaren (vet),Pahlavi (Middle Persian),Hyrcanian Mountaineer (Veteran)
eastern_slinger,Palkhandar,Palkhandaran,Pahlavi (Middle Persian),Javelin-bearer
eastern_slinger_exp,Palkhandar (exp),Palkhandaran (exp),Pahlavi (Middle Persian),Javelin-bearer (Experienced)
eastern_slinger_vet,Palkhandar (vet),Palkhandaran (vet),Pahlavi (Middle Persian),Javelin-bearer (Veteran)
eastern_heavy_inf,Arteshtar Pahlavig,Arteshtaran Pahlavig,Pahlavi (Middle Persian),Parthian Warrior
eastern_heavy_inf_exp,Arteshtar Pahlavig (exp),Arteshtaran Pahlavig (exp),Pahlavi (Middle Persian),Parthian Warrior (Experienced)
eastern_heavy_inf_vet,Arteshtar Pahlavig (vet),Arteshtaran Pahlavig (vet),Pahlavi (Middle Persian),Parthian Warrior (Veteran)
eastern_heavy_spearman,Nizagdar Pahlavig,Nizagdaran Pahlavig,Pahlavi (Middle Persian),Parthian Spearman
eastern_heavy_spearman_exp,Nizagdar Pahlavig (exp),Nizagdaran Pahlavig (exp),Pahlavi (Middle Persian),Parthian Spearman (Experienced)
eastern_heavy_spearman_vet,Nizagdar Pahlavig (vet),Nizagdaran Pahlavig (vet),Pahlavi (Middle Persian),Parthian Spearman (Veteran)
eastern_horsearcher,Shivatir Pahlavanig,Shivatiran Pahlavanig,Pahlavi (Middle Persian),Noble Parthian Horseman
eastern_horsearcher_exp,Shivatir Pahlavanig (exp),Shivatiran Pahlavanig (exp),Pahlavi (Middle Persian),Noble Parthian Horseman (Experienced)
eastern_horsearcher_vet,Shivatir Pahlavanig (vet),Shivatiran Pahlavanig (vet),Pahlavi (Middle Persian),Noble Parthian Horseman (Veteran)
eastern_medium_horseman,Asavar Azat,Asavaran Azadan,Pahlavi (Middle Persian),Noble Cavalryman
eastern_medium_horseman_exp,Asavar Azat (exp),Asavaran Azadan (exp),Pahlavi (Middle Persian),Noble Cavalryman (Experienced)
eastern_medium_horseman_vet,Asavar Azat (vet),Asavaran Azadan (vet),Pahlavi (Middle Persian),Noble Cavalryman (Veteran)
eastern_cataphract,Pahlavan Grivpanvar,Pahlavanan Grivpanvar,Pahlavi (Middle Persian),Parthian Heavy GuardCataphract
eastern_cataphract_exp,Pahlavan Grivpanvar (exp),Pahlavanan Grivpanvar (exp),Pahlavi (Middle Persian),Parthian Heavy GuardCataphract (Experienced)
eastern_cataphract_vet,Pahlavan Grivpanvar (vet),Pahlavanan Grivpanvar (vet),Pahlavi (Middle Persian),Parthian Heavy GuardCataphract (Veteran)
eastern_elite_infantry,Kamandar Zhayad,Kamandaran Zhayadan,Pahlavi (Middle Persian),Elite Archer
eastern_elite_infantry_exp,Kamandar Zhayad (exp),Kamandaran Zhayadan (exp),Pahlavi (Middle Persian),Elite Archer (Experienced)
eastern_elite_infantry_vet,Kamandar Zhayad (vet),Kamandaran Zhayadan (vet),Pahlavi (Middle Persian),Elite Archer (Veteran)
legio_xxii_primigenia,Tiro Legionis (XXII Primigenia),Tirones Legionis (XXII Primigenia),Latin,Recruit of the 22nd Legion Primigenia
legio_iii_augusta,Tiro Legionis (III Augusta),Tirones Legionis (III Augusta),Latin,Recruit of the 3rd Legion Augusta
legio_v_alaudae,Tiro Legionis (V Alaudae),Tirones Legionis (V Alaudae),Latin,Recruit of the 5th Legion Alaudae
legio_xxi_rapax,Tiro Legionis (XXI Rapax),Tirones Legionis (XXI Rapax),Latin,Recruit of the 21st Legion Rapax
legio_xx_valeria_victrix,Tiro Legionis (XX Valeria Victrix),Tirones Legionis (XX Valeria Victrix),Latin,Recruit of the 20th Legion Valeria Victrix
legio_vi_victrix,Tiro Legionis (VI Victrix),Tirones Legionis (VI Victrix),Latin,Recruit of the 6th Legion Victrix
legio_xi_claudia,Tiro Legionis (XI Claudia),Tirones Legionis (XI Claudia),Latin,Recruit of the 11th Legion Claudia
legio_xiii_gemina,Tiro Legionis (XIII Gemina),Tirones Legionis (XIII Gemina),Latin,Recruit of the 13th Legion Gemina
legio_v_macedonia,Tiro Legionis (V Macedonia),Tirones Legionis (V Macedonia),Latin,Recruit of the 5th Legion Macedonia
legio_vi_ferrata,Tiro Legionis (VI Ferrata),Tirones Legionis (VI Ferrata),Latin,Recruit of the 6th Legion Ferrata
legio_x_fretensis,Tiro Legionis (X Fretensis),Tirones Legionis (X Fretensis),Latin,Recruit of the 10th Legion Fretensis
praetoriani_milites,Tiro Praetoriani,Tirones Praetoriani,Latin,Praetorian Recruit
aquilifer_xxii,Aquilifer (XXII Primigenia),Aquilifer (XXII Primigenia),Latin,Eagle-bearer (of the 22nd Legion Primigenia)*
aquilifer_iii,Aquilifer (III Augusta),Aquilifer (III Augusta),Latin,Eagle-bearer (of the 3rd Legion Augusta)*
aquilifer_v_alaudae,Aquilifer (V Alaudae),Aquilifer (V Alaudae),Latin,Eagle-bearer (of the 5th Legion Alaudae)*
aquilifer_xxi,Aquilifer (XXI Rapax),Aquilifer (XXI Rapax),Latin,Eagle-bearer (of the 21st Legion Rapax)*
aquilifer_xx,Aquilifer (XX Valeria Victrix),Aquilifer (XX Valeria Victrix),Latin,Eagle-bearer (of the 20th Legion Valeria Victrix)*
aquilifer_vi_vict,Aquilifer (VI Victrix),Aquilifer (VI Victrix),Latin,Eagle-bearer (of the 6th Legion Victrix)*
aquilifer_xi,Aquilifer (XI Claudia),Aquilifer (XI Claudia),Latin,Eagle-bearer (of the 11th Legion Claudia)*
aquilifer_xiii,Aquilifer (XIII Gemina),Aquilifer (XIII Gemina),Latin,Eagle-bearer (of the 13th Legion Gemina)*
aquilifer_v_mac,Aquilifer (V Macedonia),Aquilifer (V Macedonia),Latin,Eagle-bearer (of the 5th Legion Macedonia)*
aquilifer_vi_fer,Aquilifer (VI Ferrata),Aquilifer (VI Ferrata),Latin,Eagle-bearer (of the 6th Legion Ferrata)*
aquilifer_x,Aquilifer (X Fretensis),Aquilifer (X Fretensis),Latin,Eagle-bearer (of the 10th Legion Fretensis)*
aquilifer_praetoriani,Aquilifer Praetoriani,Aquilifer Praetoriani,Latin,Praetorian Eagle-bearer*
vexilarius_xxii,Vexillarius (XXII Primigenia),Vexillarii (XXII Primigenia),Latin,Standard-bearer (of the 22nd Legion Primigenia)
vexilarius_iii,Vexillarius (III Augusta),Vexillarii (III Augusta),Latin,Standard-bearer (of the 3rd Legion Augusta)
vexilarius_v_alaudae,Vexillarius (V Alaudae),Vexillarii (V Alaudae),Latin,Standard-bearer (of the 5th Legion Alaudae)
vexilarius_xxi,Vexillarius (XXI Rapax),Vexillarii (XXI Rapax),Latin,Standard-bearer (of the 21st Legion Rapax)
vexilarius_xx,Vexillarius (XX Valeria Victrix),Vexillarii (XX Valeria Victrix),Latin,Standard-bearer (of the 20th Legion Valeria Victrix)
vexilarius_vi_vict,Vexillarius (VI Victrix),Vexillarii (VI Victrix),Latin,Standard-bearer (of the 6th Legion Victrix)
vexilarius_xi,Vexillarius (XI Claudia),Vexillarii (XI Claudia),Latin,Standard-bearer (of the 11th Legion Claudia)
vexilarius_xiii,Vexillarius (XIII Gemina),Vexillarii (XIII Gemina),Latin,Standard-bearer (of the 13th Legion Gemina)
vexilarius_v_mac,Vexillarius (V Macedonia),Vexillarii (V Macedonia),Latin,Standard-bearer (of the 5th Legion Macedonia)
vexilarius_vi_fer,Vexillarius (VI Ferrata),Vexillarii (VI Ferrata),Latin,Standard-bearer (of the 6th Legion Ferrata)
vexilarius_x,Vexillarius (X Fretensis),Vexillarii (X Fretensis),Latin,Standard-bearer (of the 10th Legion Fretensis)
vexilarius_praetoriani,Vexillarius Praetoriani,Vexillarii Praetoriani,Latin,Praetorian Standard-bearer
centurio_west,Centurio,Centurii,Latin,Centurion
centurio_preatoriani,Centurio Praetoriani,Centurii Praetoriani,Latin,Praetorian Centurion
signifer,Signifer,Signifer,Latin,Signifer (Standard-bearer of a Century)
cornicen,Cornicen,Cornicines,Latin,Horn-blower
legatus_legionis,Tribunus,Tribuni,Latin,Tribune
centurio_east,Primus Pilus,Primi Pili,Latin,First File (Senior Centurion)
aux_vigiles_centurio,Centurio Vigiliarum,Centurii Vigiliarum,Latin,Centurion of the Watchmen
aux_cav_decurio,Decurio,Decurii,Latin,Decurion (Cavalry Officer)
aux_cav_vexilarius,Vexilarius Equitem,Vexilarii Equitem,Latin,Standard-bearer of the Cavalry
aux_cav_vexilarius_praetorian,Vexilarius Equitem Praetoriani,Vexilarii Equitem Praetoriani,Latin,Standard-bearer of the Praetorian Cavalry
aux_signifer,Signifer Auxiliari,Signifer Auxiliari,Latin,Auxiliary Signifer
aux_centurio,Centurio Auxiliari,Centurii Auxiliari,Latin,Auxiliary Centurion
aux_cav,Auxilia Eques,Auxilia Equites,Latin,Auxiliary Horseman
aux_cav_eastern,Auxilia Eques Orientalis,Auxilia Equites Orientales,Latin,Eastern Auxiliary Horseman
aux_cav_praetoriani,Eques Praetoriani,Eqites Praetoriani,Latin,Praetorian Horseman
aux_cav_praetoriani_2,Germani Corporis Custos,Germani Corporis Custodes,Latin,German Bodyguard
aux_inf_alporum,Miles Alpinorum,Milites Alpinorum,Latin,Soldier of the Alps
aux_archer_alporum,Sagittarius Alpinorum,Sagittarii Alpinorum,Latin,Archer of the Alps
aux_inf_maurorum,Miles Maurorum,Milites Maurorum,Latin,Moorish Soldier
aux_archer_maurorum,Funditor Maurorum,Funditores Maurorum,Latin,Moorish Slinger
aux_inf_hispanorum,Miles Hispanorum,Milites Hispanorum,Latin,Hispanic Soldier
aux_archer_hispanorum,Sagittarius Hispanorum,Sagittarii Hispanorum,Latin,Hispanic Archer
aux_inf_tungrorum,Miles Tungrorum,Milites Trungrorum,Latin,Tungrian Soldier
aux_archer_tungrorum,Sagittarius Tungrorum,Sagittarii Trungrorum,Latin,Tungrian Archer
aux_inf_gallorum,Miles Gallorum,Milites Gallorum,Latin,Gallic Soldier
aux_archer_gallorum,Sagittarius Gallorum,Sagittarii Gallorum,Latin,Gallic Archer
aux_inf_batavorum,Miles Batavorum,Milites Batavorum,Latin,Batavian Soldier
aux_archer_batavorum,Sagittarius Batavorum,Sagittarii Batavorum,Latin,Batavian Archer
aux_inf_brittonum,Miles Brittonum,Milites Brittonum,Latin,British Soldier
aux_archer_brittonum,Funditor Brittonum,Funditores Brittonum,Latin,British Slinger
aux_inf_thracum,Miles Thracum,Milites Thracum,Latin,Thracian Soldier
aux_archer_thracum,Sagittarius Thracum,Sagittarii Thracum,Latin,Thracian Archer
aux_inf_petreorum,Miles Petreorum,Milites Petreorum,Latin,Soldier from Petra
aux_cav_batavorum,Eques Batavorum,Equites Batavorum,Latin,Batavian Horseman
aux_cav_commagenorum,Eques Commagenorum,Equites Commagenorum,Latin,Commagenian Horseman
aux_cav_gallorum,Eques Gallorum,Equites Gallorum,Latin,Gallic Horseman
aux_cav_ituraeorum,Eques Ituraeorum,Equites Ituraeorum,Latin,Ituraean Horseman
aux_archer_sryrorum,Auxilia Sagittarius Syrorum,Auxilia Sagittarii Syrorum,Latin,Syrian Auxiliary Archer
aux_archer,Auxilia Sagittarius,Auxilia Sagittarii,Latin,Auxiliary Archer
aux_archer_praetoriana,Sagittarius Praetoriani,Sagittarii Praetoriani,Latin,Praetorian Archer
aux_slinger,Baleares Funditor,Baleares Funditores,Latin,Balearic Slinger
aux_inf,Miles Auxiliarum,Milites Auxiliarum,Latin,Auxiliary Soldier
vigilia,Vigilia,Vigiliae,Latin,Watchman
vigilia_exp,Vigilia (exp),Vigiliae (exp),Latin,Watchman (Experienced)
vigilia_vet,Vigilia (vet),Vigiliae (vet),Latin,Watchman (Veteran)
ballistarii,Ballistarius,Ballistarii,Latin,Ballista Operator
legio_xxii_primigenia_exp,Miles Legionis (XXII Primigenia),Milites Legionis (XXII Primigenia),Latin,Soldier of the 22nd Legion Primigenia
legio_iii_augusta_exp,Miles Legionis (III Augusta),Milites Legionis (III Augusta),Latin,Soldier of the 3rd Legion Augusta
legio_v_alaudae_exp,Miles Legionis (V Alaudae),Milites Legionis (V Alaudae),Latin,Soldier of the 5th Legion Alaudae
legio_xxi_rapax_exp,Miles Legionis (XXI Rapax),Milites Legionis (XXI Rapax),Latin,Soldier of the 21st Legion Rapax
legio_xx_valeria_victrix_exp,Miles Legionis (XX Valeria Victrix),Milites Legionis (XX Valeria Victrix),Latin,Soldier of the 20th Legion Valeria Victrix
legio_vi_victrix_exp,Miles Legionis (VI Victrix),Milites Legionis (VI Victrix),Latin,Soldier of the 6th Legion Victrix
legio_xi_claudia_exp,Miles Legionis (XI Claudia),Milites Legionis (XI Claudia),Latin,Soldier of the 11th Legion Claudia
legio_xiii_gemina_exp,Miles Legionis (XIII Gemina),Milites Legionis (XIII Gemina),Latin,Soldier of the 13th Legion Gemina
legio_v_macedonia_exp,Miles Legionis (V Macedonia),Milites Legionis (V Macedonia),Latin,Soldier of the 5th Legion Macedonia
legio_vi_ferrata_exp,Miles Legionis (VI Ferrata),Milites Legionis (VI Ferrata),Latin,Soldier of the 6th Legion Ferrata
legio_x_fretensis_exp,Miles Legionis (X Fretensis),Milites Legionis (X Fretensis),Latin,Soldier of the 10th Legion Fretensis
praetoriani_milites_exp,Miles Praetoriani,Milites Praetoriani,Latin,Praetorian Soldier
legio_xxii_primigenia_vet,Evocatus Legionis (XXII Primigenia),Evocati Legionis (XXII Primigenia),Latin,Veteran of the 22nd Legion Primigenia
legio_iii_augusta_vet,Evocatus Legionis (III Augusta),Evocati Legionis (III Augusta),Latin,Veteran of the 3rd Legion Augusta
legio_v_alaudae_vet,Evocatus Legionis (V Alaudae),Evocati Legionis (V Alaudae),Latin,Veteran of the 5th Legion Alaudae
legio_xxi_rapax_vet,Evocatus Legionis (XXI Rapax),Evocati Legionis (XXI Rapax),Latin,Veteran of the 21st Legion Rapax
legio_xx_valeria_victrix_vet,Evocatus Legionis (XX Valeria Victrix),Evocati Legionis (XX Valeria Victrix),Latin,Veteran of the 20th Legion Valeria Victrix
legio_vi_victrix_vet,Evocatus Legionis (VI Victrix),Evocati Legionis (VI Victrix),Latin,Veteran of the 6th Legion Victrix
legio_xi_claudia_vet,Evocatus Legionis (XI Claudia),Evocati Legionis (XI Claudia),Latin,Veteran of the 11th Legion Claudia
legio_xiii_gemina_vet,Evocatus Legionis (XIII Gemina),Evocati Legionis (XIII Gemina),Latin,Veteran of the 13th Legion Gemina
legio_v_macedonia_vet,Evocatus Legionis (V Macedonia),Evocati Legionis (V Macedonia),Latin,Veteran of the 5th Legion Macedonia
legio_vi_ferrata_vet,Evocatus Legionis (VI Ferrata),Evocati Legionis (VI Ferrata),Latin,Veteran of the 6th Legion Ferrata
legio_x_fretensis_vet,Evocatus Legionis (X Fretensis),Evocati Legionis (X Fretensis),Latin,Veteran of the 10th Legion Fretensis
praetoriani_milites_vet,Evocatus Praetoriani,Evocati Praetoriani,Latin,Praetorian Veteran
looter,Latro,Latrones,Latin,Robber / Looter
bandit,Leistes,Leistai,Greek,Bandit / Robber
judean_sicarius,Iudaicus Sicarius,Iudaici Sicarii,Latin,Judean Assassin / Bandit
judean_rebel,Iudaicus Rebellis,Iudaici Rebellis,Latin,Judean Rebel
hispanic_rebell,Hispanicus Rebellis,Hispanici Rebellis,Latin,Hispanic Rebel
sea_raider,Pirata,Piratae,Latin,Pirate / Sea Raider
black_sea_priate,Pirata Mare Euxinum,Piratae Mare Euxinum,Latin,Pirate of the Black Sea
alannic_raider,Alanna Baragatae,Alan Baragatae,Old Iranian (Alanic),Alanic Raider
illyrian_rebell,Illyricus Sicarius,Illyrici Sicarii,Latin,Illyrian Assassin / Bandit
sarmatian_looter,Sarmata Latro,Sarmatae Latrones, Latin, Sarmatian Looter
bosporan_looter,Bosporanus Latro,Bosporani Latrones, Latin, Bosporan Looter
judean_looter,Iudaeus Latro,Iudaei Latrones, Latin, Judean Looter
parthian_looter,Parthus Latro,Parthi Latrones, Latin, Parthian Looter
persian_looter,Persa Latro,Persae Latrones, Latin, Persian Looter
roman_looter,Romanus Latro,Romani Latrones, Latin, Roman Looter
celtic_looter,Celticus Latro,Celtici Latrones, Latin, Celtic Looter
germanic_looter,Germanus Latro,Germani Latrones, Latin, Germanic Looter
dacian_looter,Dacus Latro,Daci Latrones, Latin, Dacian Looter
thracian_looter,Thracicus Latro,Thracici Latrones, Latin, Thracian Looter
arabian_looter,Arabs Latro,Arabes Latrones, Latin, Arabian Looter
syrian_looter,Syrus Latro,Syri Latrones, Latin, Syrian Looter
eastern_looter,Orientalis Latro,Orientales Latrones, Latin, Eastern Looter
berber_looter,Maurus Latro,Mauri Latrones, Latin, Berber Looter
garamantian_looter,Garamans Latro,Garamantes Latrones, Latin, Garamantian Looter
caucasian_looter,Caucasicus Latro,Caucasici Latrones, Latin, Caucasian Looter
greek_looter,Graecus Latro,Graeci Latrones, Latin, Greek Looter
galatian_looter,Galaticus Latro,Galatici Latrones, Latin, Galatian Looter
illyrian_looter,Illyricus Latro,Illyrici Latrones, Latin, Illyrian Looter
hispanic_looter,Hispanus Latro,Hispani Latrones, Latin, Hispanic Looter
gaulish_looter,Gallus Latro,Galli Latrones, Latin, Gaulish Looter
nubian_looter,Nubianus Latro,Nubiani Latrones, Latin, Nubian Looter
saka_looter,Sacae Latro,Sacae Latrones, Latin, Saka Looter
egyptian_looter,Aegyptius Latro,Aegyptii Latrones, Latin, Egyptian Looter
sarmatian_bandit,Sarmata Leistes,Sarmatae Leistai, Latin, Sarmatian Bandit
bosporan_bandit,Bosporanus Leistes,Bosporani Leistai, Latin, Bosporan Bandit
judean_bandit,Iudaeus Leistes,Iudaei Leistai, Latin, Judean Bandit
parthian_bandit,Parthus Leistes,Parthi Leistai, Latin, Parthian Bandit
persian_bandit,Persa Leistes,Persae Leistai, Latin, Persian Bandit
roman_bandit,Romanus Leistes,Romani Leistai, Latin, Roman Bandit
celtic_bandit,Celticus Leistes,Celtici Leistai, Latin, Celtic Bandit
germanic_bandit,Germanus Leistes,Germani Leistai, Latin, Germanic Bandit
dacian_bandit,Dacus Leistes,Daci Leistai, Latin, Dacian Bandit
thracian_bandit,Thracicus Leistes,Thracici Leistai, Latin, Thracian Bandit
arabian_bandit,Arabs Leistes,Arabes Leistai, Latin, Arabian Bandit
syrian_bandit,Syrus Leistes,Syri Leistai, Latin, Syrian Bandit
eastern_bandit,Orientalis Leistes,Orientales Leistai, Latin, Eastern Bandit
berber_bandit,Maurus Leistes,Mauri Leistai, Latin, Berber Bandit
garamantian_bandit,Garamans Leistes,Garamantes Leistai, Latin, Garamantian Bandit
caucasian_bandit,Caucasicus Leistes,Caucasici Leistai, Latin, Caucasian Bandit
greek_bandit,Graecus Leistes,Graeci Leistai, Latin, Greek Bandit
galatian_bandit,Galaticus Leistes,Galatici Leistai, Latin, Galatian Bandit
illyrian_bandit,Illyricus Leistes,Illyrici Leistai, Latin, Illyrian Bandit
hispanic_bandit,Hispanus Leistes,Hispani Leistai, Latin, Hispanic Bandit
gaulish_bandit,Gallus Leistes,Galli Leistai, Latin, Gaulish Bandit
nubian_bandit,Nubianus Leistes,Nubiani Leistai, Latin, Nubian Bandit
saka_bandit,Sacae Leistes,Sacae Leistai, Latin, Saka Bandit
egyptian_bandit,Aegyptius Leistes,Aegyptii Leistai, Latin, Egyptian Bandit
slave_warrior,Seditiosus Servus,Seditiosi Servi,Latin,Mutinous Slave
slave_warrior_2,Seditiosus Pedes,Seditiosi Pedites,Latin,Mutinous Foot-soldier
slave_warrior_3,Seditiosus Hastatus,Seditiosi Hastati,Latin,Mutinous Spearman
slave_rebel,Seditiosus Gladiator,Seditiosi Gladiatores,Latin,Mutinous Gladiator
slave_rebel_2,Seditiosus Evocatus,Seditiosi Evocati,Latin,Mutinous Veteran
nubian_town_walker,Nubianus Nobilis,Nubiani Nobiles,Latin,Nubian Nobleman
nubian_town_walker_female,Nubiana Nobilis Mulier,Nubianae Nobiles Mulieres,Latin,Nubian Noble Woman
sarmatian_town_walker,Sarmaticus Nobilis Tribulis,Sarmatici Nobiles Tribules,Latin,Sarmatian Noble Tribesman
sarmatian_town_walker_female,Sarmatica Nobilis Mulier,Sarmaticae Nobiles Mulieres,Latin,Sarmatian Noble Woman
bosporan_town_walker,Bosporanus Nobilis,Bosporani Nobiles,Latin,Bosporan Nobleman
bosporan_town_walker_female,Bosporana Nobilis Mulier,Bosporanae Nobiles Mulieres,Latin,Bosporan Noble Woman
judean_town_walker,Iudaeus Urbanus,Iudaei Urbani,Latin,Judean City-dweller
judean_town_walker_female,Iudaea Urbana Mulier,Iudaeae Urbanae Mulieres,Latin,Judean City Woman
